User-ID,User-City,User-State,User-Country,User-Age
52059,olympia, washington," usa""",23.0
52060,ottawa, ontario," canada""",38.0
52083,surprise, arizona," usa""",31.0
52088,norwich, connecticut," usa""",30.0
52102,olympia, washington," usa""",49.0
52112,wichita, kansas," usa""",40.0
52141,salt lake city, utah," usa""",32.0
52159,richmond, california," usa""",49.0
52182,keighley, england," united kingdom""",48.0
52197,barcelona, catalonia," spain""",31.0
52199,houston, texas," usa""",47.0
52203,calais, pas de calais," france""",32.0
52226,yukon, oklahoma," usa""",58.0
52228,arcadia, california," usa""",33.0
52242,annapolis, maryland," usa""",64.0
52256,duluth, minnesota," usa""",17.0
52275,ashburn, virginia," usa""",32.0
52293,lombard, illinois," usa""",61.0
52296,vancouver, british columbia," canada""",28.0
52307,milano, lombardia," italy""",43.0
52309,sprucedale, ontario," canada""",29.0
52310,pittsford, new york," usa""",60.0
52323,karlsruhe, baden-wuerttemberg," germany""",38.0
52328,mulvane, kansas," usa""",62.0
52330,carol stream, illinois," usa""",30.0
52350,lisboa, n/a," portugal""",31.0
52356,sitka, alaska," usa""",66.0
52359,columbus, ohio," usa""",24.0
52362,haworth, oklahoma," usa""",32.0
52363,chico, california," usa""",53.0
52364,washington, dc," usa""",41.0
52368,salem, oregon," usa""",21.0
52377,spokane, washington," usa""",19.0
52383,las palmas de gran canaria, las palmas," spain""",52.0
52392,melbourne, victoria," australia""",34.0
52400,barbourville, kentucky," usa""",18.0
52401,byron bay, new south wales," australia""",54.0
52414,kathmandu, n/a," nepal""",18.0
52420,san diego, california," usa""",28.0
52423,london, england," united kingdom""",56.0
52436,logan, utah," usa""",34.0
52441,hackham, south australia," australia""",30.0
52446,henderson, nevada," usa""",44.0
52449,santa cruz, california," usa""",46.0
52455,maidenhead, england," united kingdom""",27.0
52470,figueres, catalunya," spain""",34.0
52477,san diego, california," usa""",47.0
52486,guadalupe, san jose," costa rica""",23.0
52497,danang, danang," vietnam""",22.0
52521,safety harbor, florida," usa""",38.0
52525,jacksonville, florida," usa""",34.0
52531,guildford, england," united kingdom""",35.0
52532,fishers, indiana," usa""",36.0
52557,sunbury, victoria," australia""",39.0
52558,bishop, california," usa""",50.0
52584,livermore, california," usa""",45.0
52586,london, england," united kingdom""",26.0
52606,palmerston north, manawatu," new zealand""",40.0
52614,toccoa, ga.," usa""",33.0
52622,lebanon, missouri," usa""",54.0
52635,portland, oregon," usa""",23.0
52656,north liberty, iowa," usa""",23.0
52673,barcelona, catalunya," spain""",26.0
52676,clematis, victoria," australia""",48.0
52715,leesburg, florida," usa""",62.0
52726,münster, nordrhein-westfalen," germany""",26.0
52748,sweetwater, texas," usa""",41.0
52782,schierling, bayern," germany""",21.0
52802,jansen, saskatchewan," canada""",42.0
52803,glens falls, new york," usa""",66.0
52807,three hills, alberta," canada""",38.0
52811,rapid river, michigan," usa""",33.0
52816,calgary, alberta," canada""",34.0
52821,panama city, florida," usa""",49.0
52834,new york, new york," usa""",49.0
52845,boring, oregon," usa""",27.0
52846,shasta, california," usa""",61.0
52847,irvine, california," usa""",34.0
52853,yuba city, california," usa""",61.0
52860,holland patent, new york," usa""",17.0
52886,york, pennsylvania," usa""",35.0
52888,bakersfield, california," usa""",25.0
52897,oswego, new york," usa""",47.0
52903,san francisco, california," usa""",40.0
52917,bellevue, washington," usa""",42.0
52926,caribou, maine," usa""",58.0
52928,madrid, madrid," spain""",25.0
52944,kingston, new york," usa""",59.0
52947,el paso, texas," usa""",37.0
52961,biddeford, maine," usa""",24.0
52963,houston, texas," usa""",33.0
52968,west point, new york," usa""",33.0
52969,palmdale, california," usa""",17.0
52984,sandpoint, idaho," usa""",63.0
52987,shelton, washington," usa""",14.0
52993,louisville, ,,30.0
53018,bensenville, illinois," usa""",40.0
53029,somerville, massachusetts," usa""",41.0
53036,twinsburg, ohio," usa""",29.0
53039,santa rosa, california," usa""",51.0
53042,wethersfield, connecticut," usa""",59.0
53055,bowman, north dakota," usa""",63.0
53057,hanson, massachusetts," usa""",49.0
53076,saratoga springs, new york," usa""",28.0
53077,lansdowne, pennsylvania," usa""",45.0
53084,sacramento, california," usa""",26.0
53086,shingle springs, california," usa""",45.0
53091,london, england," united kingdom""",26.0
53104,olathe, kansas," usa""",37.0
53126,lewiston, new york," usa""",34.0
53127,newcastle, northen england," united kingdom""",34.0
53137,seattle, washington," usa""",16.0
53142,north canton, ohio," usa""",35.0
53149,frankfurt, hessen," germany""",31.0
53169,london, ontario," canada""",38.0
53174,orlando, florida," usa""",29.0
53177,berlin, berlin," germany""",34.0
53220,fullerton, california," usa""",36.0
53224,paris, ile de france," france""",26.0
53225,madrid, madrid," spain""",29.0
53229,minneapolis, minnesota," usa""",35.0
53231,indpls, indiana," usa""",35.0
53236,bethany, missouri," usa""",16.0
53248,alvin, texas," usa""",45.0
53254,mountain view, california," usa""",17.0
53256,sterlington, louisiana," usa""",21.0
53260,republic, washington," usa""",24.0
53265,woodstock, georgia," usa""",46.0
53278,toronto, ontario," canada""",34.0
53284,york, york," united kingdom""",19.0
53288,sydney, new south wales," australia""",14.0
53301,milpitas, california," usa""",29.0
53304,south burlington, vermont," usa""",52.0
53319,elk grove, california," usa""",40.0
53332,hampton, virginia," usa""",41.0
53365,canal winchester, ohio," usa""",29.0
53376,miami, florida," usa""",27.0
53384,chicago, illinois," usa""",25.0
53390,casper, wyoming," usa""",26.0
53392,minneapolis, minnesota," usa""",34.0
53394,frankfort, kentucky," usa""",27.0
53400,carlsbad, california," usa""",20.0
53408,college station, texas," usa""",22.0
53410,richmond, ,,27.0
53414,minoa, new york," usa""",49.0
53418,puyallup, washington," usa""",28.0
53420,minneapolis, minnesota," usa""",33.0
53430,minneapolis, minnesota," usa""",25.0
53443,webster groves, missouri," usa""",47.0
53446,cecil, wisconsin," usa""",41.0
53447,lincoln, nebraska," usa""",16.0
53448,norcross, georgia," usa""",16.0
53458,fairfield, ,,54.0
53464,orland park, illinois," usa""",44.0
53476,knoxville, tennessee," usa""",31.0
53481,newport news, virginia," usa""",47.0
53490,thousand oaks, california," usa""",39.0
53501,london, england," united kingdom""",32.0
53502,rialto, california," usa""",42.0
53504,cambridge, ontario," canada""",18.0
53510,surrey, england," united kingdom""",23.0
53520,ottawa, ontario," canada""",59.0
53527,toronto, ontario," canada""",38.0
53528,cleveland, tennessee," usa""",62.0
53534,groveland, massachusetts," usa""",53.0
53557,maple ridge, british columbia," canada""",23.0
53564,chicago, illinois," usa""",25.0
53567,vancouver, british columbia," canada""",23.0
53575,watkins glen, new york," usa""",30.0
53585,wagga wagga, new south wales," australia""",42.0
53590,thalwil, zurich," switzerland""",40.0
53594,saint martinville, louisiana," usa""",39.0
53604,stratford, connecticut," usa""",48.0
53605,davao, davao del sur," philippines""",17.0
53608,middlebourne, west virginia," usa""",44.0
53614,barreiro, barreiro," portugal""",30.0
53628,brest, bretagne," france""",22.0
53645,apollo, pennsylvania," usa""",50.0
53648,austin, texas," usa""",39.0
53660,pittsburgh, pennsylvania," usa""",35.0
53663,baltimore, maryland," usa""",51.0
53677,olympia, washington," usa""",72.0
53678,wappinger falls, new york," usa""",57.0
53686,rovato, lombardia," italy""",32.0
53699,hoxie, arkansas," usa""",27.0
53724,richardson, texas," usa""",27.0
53759,pensacola, florida," usa""",30.0
53760,la guancha, tenerife," spain""",22.0
53765,etobicoke, ontario," canada""",75.0
53770,barcelona, barcelona," spain""",22.0
53775,st petersburg, florida," usa""",35.0
53781,trapani, sicilia," italy""",21.0
53783,montevideo, montevdeo," urugua""",31.0
53795,casalgrande, emilia romagna," italy""",29.0
53802,zaragoza, aragon," spain""",25.0
53808,barbera, barcelona," spain""",20.0
53822,burbank, california," usa""",36.0
53830,carmel, california," usa""",73.0
53841,tampa, florida," usa""",26.0
53842,winfield, missouri," usa""",31.0
53846,bloomington, indiana," usa""",55.0
53851,chicago, illinois," usa""",34.0
53904,los angeles, california," usa""",56.0
53934,, ," n/a - on the road""",27.0
53942,wheeling, illinois," usa""",31.0
53965,cleveland heights, ohio," usa""",41.0
53967,bath, england," united kingdom""",47.0
53978,carrboro, north carolina," usa""",37.0
53980,la mesa, california," usa""",40.0
53981,portland, oregon," usa""",26.0
53994,flagstaff, arizona," usa""",40.0
54000,portage la prairie, manitoba," canada""",41.0
54005,lacey, washington," usa""",59.0
54010,monnickendam, noord holland," netherlands""",41.0
54013,north port, florida," usa""",53.0
54031,commerce city, colorado," usa""",52.0
54035,midland, texas," usa""",60.0
54042,philadelphia, pennsylvania," usa""",23.0
54046,quesada, alajuela," costa rica""",25.0
54053,springfield, missouri," usa""",23.0
54064,north vancouver, british columbia," canada""",61.0
54068,dorchester, massachusetts," usa""",37.0
54074,telford, pennsylvania," usa""",33.0
54095,kingston, ontario," canada""",47.0
54097,portland, oregon," usa""",52.0
54113,decatur, illinois," usa""",41.0
54114,auburn hills, michigan," usa""",36.0
54116,weyhe, bremen," germany""",43.0
54118,bird cove, newfoundland," canada""",47.0
54130,edmonton, alberta," canada""",31.0
54145,nashua, new hampshire," usa""",20.0
54148,st marys, new south wales," australia""",75.0
54165,adelaide, south australia," australia""",27.0
54167,dixon, kentucky," usa""",50.0
54181,chalfont st giles, england,,48.0
54193,bartlesville, oklahoma," usa""",27.0
54199,des moines, iowa," usa""",53.0
54205,alexandria, virginia," usa""",39.0
54206,philadelphia, pennsylvania," usa""",24.0
54208,schertz, texas," usa""",52.0
54218,kaiserslautern, rheinland-pfalz," germany""",27.0
54233,aptos, california," usa""",48.0
54236,las cruces, new mexico," usa""",66.0
54248,st. francisville, louisiana," usa""",40.0
54258,sun city center, florida," usa""",46.0
54264,toronto, ontario," canada""",44.0
54275,north hollywood, california," usa""",25.0
54281,middleton, new hampshire," usa""",20.0
54282,malvern, england," united kingdom""",50.0
54283,las vegas, nevada," usa""",33.0
54290,englewood, colorado," usa""",35.0
54292,bronx, new york," usa""",26.0
54293,jacksonville, florida," usa""",14.0
54308,mission viejo, california," usa""",28.0
54315,arlington, texas," usa""",29.0
54319,perth, western australia," australia""",19.0
54326,crescent city, florida," usa""",62.0
54328,bronx, new york," usa""",34.0
54335,north haven, connecticut," usa""",43.0
54349,lincoln, nebraska," usa""",16.0
54351,york, pennsylvania," usa""",33.0
54357,brooklyn, new york," usa""",19.0
54364,flint, michigan," usa""",32.0
54368,corvallis, oregon," usa""",63.0
54370,panama city, florida," usa""",26.0
54374,london, ontario," canada""",24.0
54392,arlington, texas," usa""",18.0
54412,shellharbour, new south wales," australia""",45.0
54416,, n/a," usa""",51.0
54429,hollywood, florida," usa""",32.0
54432,ventura, california," usa""",41.0
54434,belmont, massachusetts," usa""",33.0
54459,tualatin, oregon," usa""",20.0
54460,hollywood, florida," usa""",21.0
54474,palo alto, california," usa""",14.0
54492,san diego, california," usa""",34.0
54497,huntingtown, maryland," usa""",48.0
54511,austin, texas," usa""",50.0
54512,lakewood, colorado," usa""",47.0
54514,greeley, colorado," usa""",34.0
54528,canyon country, california," usa""",55.0
54547,bismarck, missouri," usa""",36.0
54564,cottge grove, minnesota," usa""",34.0
54569,storm lake, ,,67.0
54581,beaverton, oregon," usa""",36.0
54589,chicago, illinois," usa""",49.0
54617,euless, texas," usa""",37.0
54624,wichita, kansas," usa""",34.0
54627,london, england," united kingdom""",25.0
54638,san diego, california," usa""",53.0
54652,lake charles, louisiana," usa""",30.0
54653,pooler, georgia," usa""",26.0
54655,wilton, connecticut," usa""",48.0
54675,alhama de almeria, n/a," spain""",15.0
54679,west cornwall, connecticut," usa""",46.0
54715,seattle, washington," usa""",16.0
54730,newtown, pennsylvania," usa""",22.0
54731,zurich, n/a," switzerland""",28.0
54740,newark, delaware," usa""",34.0
54750,olympia, washington," usa""",52.0
54751,keyport, new jersey," usa""",20.0
54783,belton, south carolina," usa""",30.0
54790,barcelona, catalunya," spain""",30.0
54808,drogheda, louth," ireland""",32.0
54812,lakewood, colorado," usa""",41.0
54817,aylesbury, buckinghamshire," united kingdom""",25.0
54818,anaheim, california," usa""",35.0
54824,woodbridge, virginia," usa""",22.0
54826,kota kinabalu, sabah," malaysia""",23.0
54831,st louis park, minnesota," usa""",40.0
54842,albuquerque, new mexico," usa""",18.0
54850,sydney, new south wales," australia""",44.0
54884,nashua, new hampshire," usa""",33.0
54890,valladolid, valladolid," spain""",36.0
54898,pine beach, new jersey," usa""",35.0
54911,gridley, california," usa""",17.0
54932,mechanicsburg, pennsylvania," usa""",59.0
54934,warrensburg, missouri,,37.0
54969,stuttgart, ,,45.0
54992,sant feliu de llobregat, barcelona," spain""",28.0
54997,san francisco, california," usa""",31.0
55006,calgary, alberta," canada""",34.0
55014,lee, new hampshire," usa""",23.0
55021,santa clara, california," usa""",44.0
55027,burlington, north carolina," usa""",44.0
55042,oak park, illinois," usa""",57.0
55060,salisbury, maryland," usa""",56.0
55065,columbus, mississippi," usa""",31.0
55067,edmonton, alberta," canada""",32.0
55075,seattle, washington," usa""",33.0
55086,bonn, nordrhein-westfalen," germany""",28.0
55094,ailsa craig, ontario," canada""",44.0
55119,jacksonville, florida," usa""",39.0
55138,rochester, new york," usa""",77.0
55141,berkeley, california," usa""",80.0
55142,austin, texas," usa""",47.0
55144,, n/a," philippines""",22.0
55156,madrid, madrid," spain""",35.0
55178,moore, oklahoma," usa""",25.0
55180,great falls, montana," usa""",52.0
55184,winnipeg, manitoba," canada""",31.0
55187,torrance, california," usa""",48.0
55197,narre warren, victoria,,37.0
55205,alexandria, virginia," usa""",49.0
55217,vigo, pontevedra," spain""",26.0
55242,whitby, ontario," canada""",30.0
55243,baker city, oregon," usa""",63.0
55251,calgary, alberta," canada""",26.0
55253,dayton, ohio," usa""",16.0
55257,crofton, maryland," usa""",17.0
55298,dallas, georgia," usa""",17.0
55314,miami, florida," usa""",18.0
55322,homer, alaska," usa""",38.0
55331,vellmar, hessen," germany""",35.0
55341,stoney creek, ontario," canada""",33.0
55349,schoonhoven, zuid-holland," netherlands""",46.0
55351,middle island, new york," usa""",54.0
55366,boston, massachusetts," usa""",47.0
55372,center, texas," usa""",43.0
55374,florissant, missouri," usa""",44.0
55375,kitchener, ontario," canada""",18.0
55379,pflugerville, texas," usa""",33.0
55395,prairie du rocher, ," usa""",35.0
55399,carmel, new york," usa""",33.0
55412,portland, oregon," usa""",45.0
55424,chicago, ,,34.0
55434,rumford, rhode island," usa""",54.0
55438,lexington, kentucky," usa""",42.0
55441,wynantskill, new york," usa""",32.0
55454,somerville, massachusetts," usa""",32.0
55455,aix en provence, bouches du rhône," france""",24.0
55457,woodbury, minnesota," usa""",63.0
55458,san francisco, california," usa""",44.0
55466,south bend, indiana," usa""",27.0
55469,white plains, new york," usa""",15.0
55470,nuertingen, baden-wuerttemberg," germany""",28.0
55487,clearwater, florida," usa""",37.0
55490,rapid city, south dakota," usa""",25.0
55492,antioch, illinois," usa""",43.0
55493,chatham, ontario," canada""",35.0
55498,cleveland, ohio," usa""",58.0
55502,dingmans ferry, pennsylvania," usa""",16.0
55518,saint cloud, florida," usa""",18.0
55524,vero beach, florida," usa""",67.0
55535,barrington, illinois," usa""",21.0
55537,la, california," usa""",23.0
55549,lisboa, lisboa," portugal""",26.0
55550,northern, virginia," usa""",42.0
55559,jonesboro, georgia," usa""",34.0
55560,nampa, idaho," usa""",30.0
55583,ettelbruck, luxembourg," luxembourg""",25.0
55591,calgary, alberta," canada""",19.0
55593,kirkland, washington," usa""",16.0
55620,oakland, illinois," usa""",37.0
55622,metairie, louisiana," usa""",35.0
55630,pocono summit, pennsylvania," usa""",56.0
55648,milton, massachusetts," usa""",28.0
55653,houston, texas," usa""",21.0
55655,wausau, wisconsin," usa""",70.0
55669,iowa city, iowa," usa""",21.0
55681,manistee, michigan," usa""",38.0
55687,state college, pennsylvania," usa""",24.0
55700,oswestry, england," united kingdom""",50.0
55712,14971 deception rd., washington," usa""",15.0
55719,swiftwater, pennsylvania," usa""",44.0
55720,columbia, missouri," usa""",34.0
55728,kitchener, ontario," canada""",46.0
55733,mandeville, louisiana," usa""",16.0
55734,calgary, alberta," canada""",37.0
55735,salisbury, north carolina," usa""",43.0
55757,erie, pennsylvania," usa""",44.0
55760,sherman, texas," usa""",20.0
55764,utrecht, utrecht," netherlands""",21.0
55767,st. louis, missouri," usa""",37.0
55772,petaluma, california," usa""",47.0
55773,lakeside, arizona," usa""",30.0
55776,glencoe, illinois," usa""",18.0
55779,aubrey, texas," usa""",43.0
55781,euless, texas," usa""",39.0
55782,reynoldsburg, ohio," usa""",59.0
55783,springfield, massachusetts," usa""",44.0
55784,yuma, arizona," usa""",49.0
55789,pittsburgh, pennsylvania," usa""",35.0
55793,sunderland, massachusetts," usa""",28.0
55810,maple ridge, british columbia," canada""",35.0
55815,birmingham, alabama," usa""",46.0
55817,des moines, iowa," usa""",47.0
55826,singapore, singapore,,24.0
55831,hornsby, new south wales," australia""",32.0
55839,deltona, florida," usa""",47.0
55850,halifax, nova scotia," canada""",47.0
55853,sevilla, sevilla," spain""",26.0
55858,dartmouth, nova scotia," canada""",28.0
55892,plantersville, texas," usa""",45.0
55894,shropshire, england," united kingdom""",20.0
55914,los angeles, california," usa""",33.0
55921,copperopolis, california," usa""",47.0
55927,roscoe, minnesota," usa""",17.0
55933,danville, indiana," usa""",48.0
55936,copperopolis, california," usa""",49.0
55938,hood river, oregon," usa""",31.0
55942,galloway, ohio," usa""",55.0
55955,beijing, china," china""",38.0
55958,dayton, ohio," usa""",12.0
55985,santa rosa, california," usa""",54.0
55991,arlington, texas," usa""",17.0
55997,crawley, england," united kingdom""",55.0
55999,plainfield, illinois," usa""",40.0
56006,portsmouth, virginia," usa""",38.0
56007,norwich, connecticut," usa""",27.0
56011,university park, maryland," usa""",38.0
56019,la puente, california," usa""",18.0
56028,göteborg, n/a," sweden""",39.0
56031,blairmore, alberta," canada""",40.0
56039,paris, paris," france""",34.0
56044,coimbra, n/a," portugal""",24.0
56045,murfreesboro, tennessee," usa""",45.0
56049,cambridge, ohio," usa""",35.0
56055,wolfsburg, niedersachsen," germany""",25.0
56066,kansas city, missouri," usa""",41.0
56081,west des moines, iowa," usa""",52.0
56087,bloomfield, new jersey," usa""",20.0
56090,algonquin park, ontario," canada""",34.0
56122,port saint lucie, florida," usa""",29.0
56139,radstadt, salzburg," austria""",41.0
56157,florissant, missouri," usa""",36.0
56165,los angeles, california," usa""",21.0
56167,bologna, emilia romagna," italy""",22.0
56188,feldhorst, schleswig-holstein," germany""",30.0
56198,saint louis, missouri," usa""",41.0
56201,maple lake, minnesota," usa""",65.0
56215,orlando, florida," usa""",37.0
56216,belfair, washington," usa""",25.0
56235,merced, california," afghanistan""",80.0
56246,toronto, ontario," canada""",37.0
56254,bloomington, indiana," usa""",19.0
56262,boulder creek, california," usa""",30.0
56271,leeds, england," united kingdom""",22.0
56272,pickering, ontario," canada""",19.0
56276,el masnou, catalunya," spain""",19.0
56297,coral springs, florida," usa""",49.0
56315,slidell, louisiana," usa""",36.0
56321,duluth, minnesota," usa""",47.0
56338,hannover, niedersachsen," germany""",35.0
56341,aurora, oregon," usa""",19.0
56342,woodburn, oregon," usa""",19.0
56358,montreal, quebec," canada""",28.0
56360,wien, wien," austria""",35.0
56369,oakville, ontario," canada""",54.0
56378,vaudreuil-dorion, quebec," canada""",23.0
56383,waghäusel, baden-wuerttemberg," germany""",46.0
56391,tijeras, nm," usa""",40.0
56395,fort lauderdale, florida," usa""",62.0
56399,, surrey," united kingdom""",63.0
56406,coconut grove, florida," usa""",18.0
56425,glendale, arizona," usa""",37.0
56447,sturgis, michigan," usa""",22.0
56451,tokyo, tokyo," japan""",28.0
56467,berlin, berlin," germany""",29.0
56470,bremen, bremen," germany""",30.0
56514,reading, england," united kingdom""",24.0
56531,auburn, maine," usa""",57.0
56534,taft, california,,43.0
56553,colorado springs, colorado," usa""",45.0
56554,rural hall, north carolina," usa""",39.0
56559,fremont, california," usa""",49.0
56567,nelson, n/a," new zealand""",55.0
56574,beaverton, ontario," canada""",62.0
56579,mansfield, ohio," usa""",49.0
56583,lexington, kentucky," usa""",33.0
56598,albuquerque, new mexico," usa""",45.0
56603,jacksonville, florida," usa""",44.0
56608,escanaba, michigan," usa""",60.0
56611,frankfort, kentucky," usa""",29.0
56623,allen, texas," usa""",36.0
56624,manalapan, new jersey," usa""",48.0
56625,merrifield, minnesota," usa""",26.0
56626,uniontown, ," usa""",50.0
56630,columbia, missouri," usa""",46.0
56632,chesapeake, virginia," usa""",60.0
56633,opelika, alabama," usa""",31.0
56637,goddard, kansas," usa""",27.0
56647,bainbridge island, washington," usa""",32.0
56663,seattle, washington," usa""",22.0
56666,covington, kentucky," usa""",20.0
56671,austin, texas," usa""",47.0
56675,topeka, kansas," usa""",25.0
56676,south portland, maine," usa""",35.0
56681,grimsby, england," united kingdom""",50.0
56728,surrey, british columbia," canada""",39.0
56739,bowman, north dakota," usa""",39.0
56748,olympia, washington," usa""",15.0
56751,jamestown, north dakota," usa""",44.0
56772,gainesville, georgia," usa""",31.0
56776,wuppertal, nordrhein-westfalen," germany""",23.0
56791,los alamos, new mexico," usa""",40.0
56830,littleton, colorado," usa""",55.0
56843,philadelphia, pennsylvania," usa""",26.0
56852,trenton, ontario," canada""",41.0
56855,van meter, iowa," usa""",43.0
56856,escondido, california," usa""",23.0
56859,houston, texas," usa""",36.0
56861,plano, texas," usa""",56.0
56874,sherwood park, alberta," canada""",15.0
56875,santa cruz, california," usa""",22.0
56884,calgary, alberta," canada""",50.0
56933,comstock park, michigan," usa""",34.0
56941,portsmouth, england," united kingdom""",34.0
56947,new westminster, british columbia," canada""",55.0
56950,portland, oregon," usa""",22.0
56959,monroe twp., new jersey," usa""",52.0
56964,perth, western australia," australia""",42.0
56985,portland, oregon," usa""",34.0
56991,london, england," united kingdom""",24.0
56998,n. bergen, new jersey," usa""",58.0
57006,lawton, oklahoma," usa""",30.0
57023,concord, ," usa""",35.0
57037,sterling, virginia," usa""",48.0
57070,dearborn hgts, michigan," usa""",48.0
57072,sand springs, oklahoma," usa""",56.0
57093,reston, virginia," usa""",38.0
57095,cincinnati, ohio," usa""",18.0
57097,east peoria, illinois," usa""",58.0
57105,roswell, georgia," usa""",32.0
57108,new york, new york," usa""",38.0
57124,hanahan, south carolina," usa""",38.0
57125,beavercreek, ohio," usa""",33.0
57126,centreville, virginia," usa""",26.0
57143,beaverton, oregon," usa""",29.0
57148,stirling, scotland," united kingdom""",24.0
57149,odenton, maryland," usa""",57.0
57180,haddon township, new jersey," usa""",51.0
57189,cerritos, california," usa""",27.0
57200,spring hill, florida," usa""",35.0
57204,arlington, virginia," usa""",36.0
57214,willis, texas," usa""",31.0
57229,metairie, ,,57.0
57235,dana point, california," usa""",46.0
57240,air ronge, saskatchewan," canada""",51.0
57246,clive, iowa," usa""",17.0
57256,peterborough, ontario," canada""",14.0
57261,some town in brabant, noord-brabant," netherlands""",20.0
57264,arlington, texas," usa""",53.0
57265,carriere, mississippi," usa""",49.0
57269,allentown, pennsylvania," usa""",52.0
57273,woodstock, new york," usa""",46.0
57278,tallahassee, florida," usa""",15.0
57290,buford, georgia," usa""",40.0
57296,aptos, california," usa""",23.0
57302,ames, iowa," usa""",32.0
57305,windsor, california,,52.0
57322,bellingham, washington," usa""",20.0
57326,beverly, massachusetts," usa""",57.0
57339,newton, massachusetts," usa""",15.0
57345,ottawa, ontario," canada""",19.0
57347,franktown, colorado," usa""",48.0
57354,los angeles, california," usa""",38.0
57356,nicholasville, kentucky," usa""",17.0
57369,laingsburg, michigan," usa""",63.0
57379,louisville, kentucky," usa""",35.0
57380,bristol, tennessee," usa""",33.0
57390,apple valley, minnesota," usa""",21.0
57398,tigard, oregon," usa""",39.0
57402,evanston, illinois," usa""",28.0
57412,porto, porto," portugal""",25.0
57418,toronto, ontario," canada""",32.0
57427,edmonton, alberta," canada""",19.0
57447,pont canavese (to), piemonte," italy""",38.0
57449,rudersberg, baden-württemberg," germany""",29.0
57501,union city, california," usa""",18.0
57526,christchurch, n/a," new zealand""",45.0
57538,chicago, il," usa""",40.0
57540,karlsruhe, baden-wuerttemberg," germany""",26.0
57552,st. thomas, united states virgin islands," usa""",19.0
57556,san francisco, california," usa""",36.0
57578,milwaukee, wisconsin," usa""",35.0
57590,hamburg, hamburg," germany""",19.0
57598,vigo, pontevedra," spain""",42.0
57599,portland, oregon," usa""",27.0
57612,swansea, wales," united kingdom""",34.0
57640,bethany, oklahoma," usa""",35.0
57641,wattens, tirol," austria""",35.0
57657,canandaigua, new york," usa""",50.0
57661,arroyo grande, california," usa""",54.0
57697,muskegon, michigan," usa""",45.0
57705,melrose park, illinois," united states""",35.0
57713,silver spring, maryland," usa""",52.0
57725,wilmington, delaware," usa""",43.0
57726,costa mesa, california," usa""",19.0
57743,lage/lippe, nordrhein-westfalen," germany""",27.0
57747,bremen, n/a," germany""",25.0
57751,brooklyn, new york," usa""",46.0
57786,clones, co.monaghan," ireland""",43.0
57787,orangeville, ontario," canada""",21.0
57788,victoria, british columbia," canada""",83.0
57789,s. burlington, vermont," usa""",51.0
57804,downers grove, illinois," usa""",41.0
57811,phoenix, arizona," usa""",32.0
57819,virginia beach, virginia," usa""",55.0
57824,aurora, colorado," usa""",55.0
57829,columbia, south carolina," usa""",53.0
57833,minneapolis, minnesota," usa""",58.0
57838,melbourne, victoria," australia""",27.0
57850,howald, luxembourg," luxembourg""",33.0
57853,kanata, ontario," canada""",24.0
57868,freiburg, baden-wuerttemberg," germany""",26.0
57884,warrington, pennsylvania," usa""",22.0
57885,london, n/a," united kingdom""",27.0
57886,danvers, massachusetts," usa""",57.0
57901,york, pennsylvania," usa""",58.0
57910,napa, california," usa""",15.0
57913,cambridge, massachusetts,,29.0
57920,huntington beach, california," usa""",39.0
57921,bogue chitto, mississippi," usa""",34.0
57924,wallendorf-pont, n/a," luxembourg""",27.0
57935,minneapolis, minnesota," usa""",19.0
57943,libertyville, illinois," usa""",57.0
57951,ralston, nebraska," usa""",35.0
57954,fargo, north dakota," usa""",38.0
57960,blackwood, ,,26.0
57970,hercules, california," usa""",52.0
57986,highland park, new jersey," usa""",25.0
57991,boca raton, florida," usa""",31.0
57999,nashville, tennessee," usa""",21.0
58009,brooklyn, new york," usa""",24.0
58029,goteborg, n/a,,36.0
58037,sant pere de ribes, barcelona," spain""",47.0
58050,ottawa, ontario," canada""",44.0
58067,donostia, gipuzkoa," euskal herria""",26.0
58072,new meadows, idaho," usa""",18.0
58076,zug, zug," switzerland""",32.0
58077,phoenix, arizona," usa""",19.0
58091,corpus christi, texas," usa""",28.0
58120,beecher, illinois," usa""",22.0
58133,port st. lucie, florida," usa""",25.0
58142,jonesboro, arkansas," usa""",43.0
58154,napa, california," usa""",15.0
58156,whitesboro, new york," usa""",58.0
58167,murfreesboro, tennessee," usa""",20.0
58168,mannheim, baden-wuerttemberg," germany""",37.0
58172,wakefield, rhode island," usa""",19.0
58185,portland, oregon," usa""",18.0
58194,dallas, texas," usa""",39.0
58198,n. potomac, maryland," usa""",16.0
58202,craigieburn, victoria," australia""",25.0
58210,manchester., n/a," united kingdom""",23.0
58215,santa rosa, california," usa""",36.0
58219,livermore, california," usa""",28.0
58231,firenze, toscana," italy""",39.0
58245,redcliffe, queensland," australia""",36.0
58250,gütersloh, nordrhein-westfalen," germany""",19.0
58252,long island, new york," usa""",17.0
58255,palmdale, california," usa""",14.0
58257,wilkes-barre, pennsylvania," usa""",36.0
58258,santa rosa, california," usa""",24.0
58281,shelton, washington," usa""",50.0
58290,kuala lumpur, n/a," malaysia""",29.0
58292,lüneburg, niedersachsen," germany""",28.0
58297,dunedin, otago," new zealand""",13.0
58298,navarre, florida," usa""",38.0
58306,calgary, alberta," canada""",22.0
58325,bellingham, washington," usa""",32.0
58342,vista, california," usa""",60.0
