,ISBN,User-Generation,Book-Rating
28809,0380752891,millenial,7.8
28810,0380752891,genx,6.0
28811,0380752891,boomer+,0.0
28812,0380752948,teenager,0.0
28813,0380752948,youth,0.0
28814,0380752948,genz,0.0
28815,0380752948,millenial,8.285714285714286
28816,0380752948,genx,0.0
28817,0380752948,boomer+,0.0
28818,0380752999,teenager,0.0
28819,0380752999,youth,0.0
28820,0380752999,genz,10.0
28821,0380752999,millenial,9.0
28822,0380752999,genx,0.0
28823,0380752999,boomer+,0.0
28824,0380753006,teenager,0.0
28825,0380753006,youth,9.0
28826,0380753006,genz,8.666666666666666
28827,0380753006,millenial,7.333333333333333
28828,0380753006,genx,9.0
28829,0380753006,boomer+,0.0
28830,0380753014,teenager,0.0
28831,0380753014,youth,9.0
28832,0380753014,genz,9.5
28833,0380753014,millenial,7.545454545454546
28834,0380753014,genx,0.0
28835,0380753014,boomer+,0.0
28836,0380753022,teenager,0.0
28837,0380753022,youth,0.0
28838,0380753022,genz,8.5
28839,0380753022,millenial,8.88888888888889
28840,0380753022,genx,5.0
28841,0380753022,boomer+,0.0
28842,0380754371,teenager,0.0
28843,0380754371,youth,0.0
28844,0380754371,genz,0.0
28845,0380754371,millenial,8.0
28846,0380754371,genx,8.0
28847,0380754371,boomer+,0.0
28848,0380754843,teenager,7.0
28849,0380754843,youth,10.0
28850,0380754843,genz,6.666666666666667
28851,0380754843,millenial,8.0
28852,0380754843,genx,7.0
28853,0380754843,boomer+,0.0
28854,0380755467,teenager,0.0
28855,0380755467,youth,0.0
28856,0380755467,genz,7.0
28857,0380755467,millenial,0.0
28858,0380755467,genx,7.0
28859,0380755467,boomer+,0.0
28860,038075620X,teenager,0.0
28861,038075620X,youth,0.0
28862,038075620X,genz,0.0
28863,038075620X,millenial,7.5
28864,038075620X,genx,10.0
28865,038075620X,boomer+,0.0
28866,0380756218,teenager,0.0
28867,0380756218,youth,0.0
28868,0380756218,genz,0.0
28869,0380756218,millenial,7.75
28870,0380756218,genx,7.0
28871,0380756218,boomer+,0.0
28872,0380756234,teenager,0.0
28873,0380756234,youth,0.0
28874,0380756234,genz,0.0
28875,0380756234,millenial,7.333333333333333
28876,0380756234,genx,6.5
28877,0380756234,boomer+,0.0
28878,0380756250,teenager,0.0
28879,0380756250,youth,10.0
28880,0380756250,genz,7.0
28881,0380756250,millenial,8.0
28882,0380756250,genx,1.0
28883,0380756250,boomer+,0.0
28884,0380756269,teenager,0.0
28885,0380756269,youth,0.0
28886,0380756269,genz,9.0
28887,0380756269,millenial,8.333333333333334
28888,0380756269,genx,0.0
28889,0380756269,boomer+,0.0
28890,0380756277,teenager,0.0
28891,0380756277,youth,0.0
28892,0380756277,genz,0.0
28893,0380756277,millenial,8.8
28894,0380756277,genx,0.0
28895,0380756277,boomer+,0.0
28896,0380756285,teenager,0.0
28897,0380756285,youth,0.0
28898,0380756285,genz,0.0
28899,0380756285,millenial,8.555555555555555
28900,0380756285,genx,0.0
28901,0380756285,boomer+,5.0
28902,0380756293,teenager,0.0
28903,0380756293,youth,0.0
28904,0380756293,genz,9.0
28905,0380756293,millenial,8.636363636363637
28906,0380756293,genx,4.0
28907,0380756293,boomer+,0.0
28908,0380757206,teenager,4.0
28909,0380757206,youth,9.0
28910,0380757206,genz,8.0
28911,0380757206,millenial,7.0
28912,0380757206,genx,0.0
28913,0380757206,boomer+,0.0
28914,0380757478,teenager,0.0
28915,0380757478,youth,0.0
28916,0380757478,genz,5.5
28917,0380757478,millenial,8.75
28918,0380757478,genx,8.0
28919,0380757478,boomer+,0.0
28920,0380757494,teenager,0.0
28921,0380757494,youth,0.0
28922,0380757494,genz,7.333333333333333
28923,0380757494,millenial,9.0
28924,0380757494,genx,0.0
28925,0380757494,boomer+,0.0
28926,0380758377,teenager,0.0
28927,0380758377,youth,0.0
28928,0380758377,genz,0.0
28929,0380758377,millenial,5.0
28930,0380758377,genx,6.0
28931,0380758377,boomer+,8.0
28932,0380758393,teenager,0.0
28933,0380758393,youth,0.0
28934,0380758393,genz,0.0
28935,0380758393,millenial,4.0
28936,0380758393,genx,8.5
28937,0380758393,boomer+,0.0
28938,0380758881,teenager,0.0
28939,0380758881,youth,0.0
28940,0380758881,genz,0.0
28941,0380758881,millenial,0.0
28942,0380758881,genx,8.0
28943,0380758881,boomer+,0.0
28944,038075889X,teenager,0.0
28945,038075889X,youth,0.0
28946,038075889X,genz,0.0
28947,038075889X,millenial,6.333333333333333
28948,038075889X,genx,5.0
28949,038075889X,boomer+,0.0
28950,038075911X,teenager,0.0
28951,038075911X,youth,0.0
28952,038075911X,genz,0.0
28953,038075911X,millenial,8.75
28954,038075911X,genx,0.0
28955,038075911X,boomer+,0.0
28956,0380759470,teenager,0.0
28957,0380759470,youth,0.0
28958,0380759470,genz,8.166666666666666
28959,0380759470,millenial,8.166666666666666
28960,0380759470,genx,6.0
28961,0380759470,boomer+,0.0
28962,0380759489,teenager,0.0
28963,0380759489,youth,0.0
28964,0380759489,genz,8.0
28965,0380759489,millenial,7.5
28966,0380759489,genx,8.0
28967,0380759489,boomer+,0.0
28968,0380759497,teenager,0.0
28969,0380759497,youth,0.0
28970,0380759497,genz,8.75
28971,0380759497,millenial,8.666666666666666
28972,0380759497,genx,7.75
28973,0380759497,boomer+,0.0
28974,0380759500,teenager,0.0
28975,0380759500,youth,0.0
28976,0380759500,genz,4.666666666666667
28977,0380759500,millenial,7.2
28978,0380759500,genx,8.0
28979,0380759500,boomer+,0.0
28980,0380761319,teenager,0.0
28981,0380761319,youth,0.0
28982,0380761319,genz,0.0
28983,0380761319,millenial,8.666666666666666
28984,0380761319,genx,0.0
28985,0380761319,boomer+,0.0
28986,0380761327,teenager,8.0
28987,0380761327,youth,0.0
28988,0380761327,genz,10.0
28989,0380761327,millenial,10.0
28990,0380761327,genx,3.0
28991,0380761327,boomer+,0.0
28992,0380761483,teenager,0.0
28993,0380761483,youth,0.0
28994,0380761483,genz,10.0
28995,0380761483,millenial,8.75
28996,0380761483,genx,0.0
28997,0380761483,boomer+,0.0
28998,0380762277,teenager,0.0
28999,0380762277,youth,0.0
29000,0380762277,genz,0.0
29001,0380762277,millenial,7.666666666666667
29002,0380762277,genx,0.0
29003,0380762277,boomer+,0.0
29004,0380762560,teenager,0.0
29005,0380762560,youth,0.0
29006,0380762560,genz,0.0
29007,0380762560,millenial,7.9
29008,0380762560,genx,0.0
29009,0380762560,boomer+,0.0
29010,0380762587,teenager,9.0
29011,0380762587,youth,5.0
29012,0380762587,genz,9.0
29013,0380762587,millenial,8.142857142857142
29014,0380762587,genx,8.0
29015,0380762587,boomer+,0.0
29016,0380762595,teenager,0.0
29017,0380762595,youth,0.0
29018,0380762595,genz,7.0
29019,0380762595,millenial,8.857142857142858
29020,0380762595,genx,5.0
29021,0380762595,boomer+,0.0
29022,0380762609,teenager,0.0
29023,0380762609,youth,0.0
29024,0380762609,genz,8.5
29025,0380762609,millenial,6.166666666666667
29026,0380762609,genx,0.0
29027,0380762609,boomer+,0.0
29028,0380762951,teenager,0.0
29029,0380762951,youth,0.0
29030,0380762951,genz,0.0
29031,0380762951,millenial,0.0
29032,0380762951,genx,5.0
29033,0380762951,boomer+,0.0
29034,038076296X,teenager,0.0
29035,038076296X,youth,0.0
29036,038076296X,genz,0.0
29037,038076296X,millenial,8.0
29038,038076296X,genx,0.0
29039,038076296X,boomer+,0.0
29040,0380763400,teenager,0.0
29041,0380763400,youth,0.0
29042,0380763400,genz,8.5
29043,0380763400,millenial,7.5
29044,0380763400,genx,6.0
29045,0380763400,boomer+,0.0
29046,0380763621,teenager,0.0
29047,0380763621,youth,0.0
29048,0380763621,genz,9.0
29049,0380763621,millenial,7.0
29050,0380763621,genx,0.0
29051,0380763621,boomer+,0.0
29052,0380763664,teenager,0.0
29053,0380763664,youth,0.0
29054,0380763664,genz,0.0
29055,0380763664,millenial,7.5
29056,0380763664,genx,10.0
29057,0380763664,boomer+,0.0
29058,0380763990,teenager,0.0
29059,0380763990,youth,0.0
29060,0380763990,genz,0.0
29061,0380763990,millenial,7.5
29062,0380763990,genx,0.0
29063,0380763990,boomer+,0.0
29064,0380764008,teenager,0.0
29065,0380764008,youth,0.0
29066,0380764008,genz,0.0
29067,0380764008,millenial,7.0
29068,0380764008,genx,7.666666666666667
29069,0380764008,boomer+,0.0
29070,0380765454,teenager,0.0
29071,0380765454,youth,0.0
29072,0380765454,genz,7.0
29073,0380765454,millenial,7.0
29074,0380765454,genx,8.25
29075,0380765454,boomer+,0.0
29076,0380765462,teenager,0.0
29077,0380765462,youth,0.0
29078,0380765462,genz,0.0
29079,0380765462,millenial,7.0
29080,0380765462,genx,7.6
29081,0380765462,boomer+,0.0
29082,0380765489,teenager,0.0
29083,0380765489,youth,0.0
29084,0380765489,genz,0.0
29085,0380765489,millenial,7.0
29086,0380765489,genx,8.5
29087,0380765489,boomer+,9.0
29088,038076654X,teenager,0.0
29089,038076654X,youth,0.0
29090,038076654X,genz,9.0
29091,038076654X,millenial,7.0
29092,038076654X,genx,0.0
29093,038076654X,boomer+,0.0
29094,0380767589,teenager,0.0
29095,0380767589,youth,0.0
29096,0380767589,genz,8.5
29097,0380767589,millenial,9.0
29098,0380767589,genx,0.0
29099,0380767589,boomer+,0.0
29100,0380767600,teenager,0.0
29101,0380767600,youth,0.0
29102,0380767600,genz,0.0
29103,0380767600,millenial,0.0
29104,0380767600,genx,6.5
29105,0380767600,boomer+,0.0
29106,0380767619,teenager,0.0
29107,0380767619,youth,0.0
29108,0380767619,genz,9.5
29109,0380767619,millenial,0.0
29110,0380767619,genx,5.0
29111,0380767619,boomer+,0.0
29112,0380767627,teenager,0.0
29113,0380767627,youth,0.0
29114,0380767627,genz,5.5
29115,0380767627,millenial,5.0
29116,0380767627,genx,6.0
29117,0380767627,boomer+,0.0
29118,0380767635,teenager,0.0
29119,0380767635,youth,0.0
29120,0380767635,genz,9.666666666666666
29121,0380767635,millenial,0.0
29122,0380767635,genx,0.0
29123,0380767635,boomer+,0.0
29124,0380767643,teenager,0.0
29125,0380767643,youth,0.0
29126,0380767643,genz,10.0
29127,0380767643,millenial,7.5
29128,0380767643,genx,0.0
29129,0380767643,boomer+,0.0
29130,0380768666,teenager,0.0
29131,0380768666,youth,0.0
29132,0380768666,genz,7.0
29133,0380768666,millenial,9.0
29134,0380768666,genx,0.0
29135,0380768666,boomer+,0.0
29136,0380769336,teenager,0.0
29137,0380769336,youth,0.0
29138,0380769336,genz,0.0
29139,0380769336,millenial,5.0
29140,0380769336,genx,7.5
29141,0380769336,boomer+,0.0
29142,0380769344,teenager,0.0
29143,0380769344,youth,0.0
29144,0380769344,genz,0.0
29145,0380769344,millenial,9.0
29146,0380769344,genx,8.0
29147,0380769344,boomer+,0.0
29148,0380769530,teenager,0.0
29149,0380769530,youth,0.0
29150,0380769530,genz,10.0
29151,0380769530,millenial,9.0
29152,0380769530,genx,0.0
29153,0380769530,boomer+,0.0
29154,0380769557,teenager,0.0
29155,0380769557,youth,0.0
29156,0380769557,genz,5.5
29157,0380769557,millenial,6.0
29158,0380769557,genx,7.0
29159,0380769557,boomer+,0.0
29160,0380769840,teenager,0.0
29161,0380769840,youth,0.0
29162,0380769840,genz,10.0
29163,0380769840,millenial,7.5
29164,0380769840,genx,0.0
29165,0380769840,boomer+,0.0
29166,0380771292,teenager,0.0
29167,0380771292,youth,0.0
29168,0380771292,genz,7.333333333333333
29169,0380771292,millenial,8.5
29170,0380771292,genx,0.0
29171,0380771292,boomer+,0.0
29172,0380771411,teenager,0.0
29173,0380771411,youth,0.0
29174,0380771411,genz,0.0
29175,0380771411,millenial,8.5
29176,0380771411,genx,0.0
29177,0380771411,boomer+,0.0
29178,0380771713,teenager,0.0
29179,0380771713,youth,0.0
29180,0380771713,genz,0.0
29181,0380771713,millenial,9.0
29182,0380771713,genx,0.0
29183,0380771713,boomer+,0.0
29184,0380772469,teenager,10.0
29185,0380772469,youth,0.0
29186,0380772469,genz,8.0
29187,0380772469,millenial,9.0
29188,0380772469,genx,6.0
29189,0380772469,boomer+,0.0
29190,0380772566,teenager,0.0
29191,0380772566,youth,0.0
29192,0380772566,genz,10.0
29193,0380772566,millenial,8.5
29194,0380772566,genx,7.0
29195,0380772566,boomer+,0.0
29196,0380772574,teenager,0.0
29197,0380772574,youth,0.0
29198,0380772574,genz,10.0
29199,0380772574,millenial,6.5
29200,0380772574,genx,0.0
29201,0380772574,boomer+,0.0
29202,0380773155,teenager,10.0
29203,0380773155,youth,6.0
29204,0380773155,genz,9.0
29205,0380773155,millenial,5.0
29206,0380773155,genx,0.0
29207,0380773155,boomer+,0.0
29208,0380773775,teenager,0.0
29209,0380773775,youth,0.0
29210,0380773775,genz,0.0
29211,0380773775,millenial,7.333333333333333
29212,0380773775,genx,7.333333333333333
29213,0380773775,boomer+,0.0
29214,0380773805,teenager,0.0
29215,0380773805,youth,0.0
29216,0380773805,genz,8.0
29217,0380773805,millenial,7.666666666666667
29218,0380773805,genx,7.0
29219,0380773805,boomer+,0.0
29220,0380774909,teenager,0.0
29221,0380774909,youth,0.0
29222,0380774909,genz,0.0
29223,0380774909,millenial,7.0
29224,0380774909,genx,4.0
29225,0380774909,boomer+,0.0
29226,0380774933,teenager,0.0
29227,0380774933,youth,0.0
29228,0380774933,genz,10.0
29229,0380774933,millenial,8.714285714285714
29230,0380774933,genx,0.0
29231,0380774933,boomer+,0.0
29232,0380775123,teenager,0.0
29233,0380775123,youth,0.0
29234,0380775123,genz,7.333333333333333
29235,0380775123,millenial,8.25
29236,0380775123,genx,8.0
29237,0380775123,boomer+,0.0
29238,0380775271,teenager,0.0
29239,0380775271,youth,0.0
29240,0380775271,genz,8.2
29241,0380775271,millenial,9.0
29242,0380775271,genx,0.0
29243,0380775271,boomer+,0.0
29244,0380775492,teenager,0.0
29245,0380775492,youth,8.0
29246,0380775492,genz,0.0
29247,0380775492,millenial,9.0
29248,0380775492,genx,5.0
29249,0380775492,boomer+,0.0
29250,0380775840,teenager,7.0
29251,0380775840,youth,5.0
29252,0380775840,genz,7.5
29253,0380775840,millenial,8.666666666666666
29254,0380775840,genx,7.0
29255,0380775840,boomer+,0.0
29256,0380776162,teenager,0.0
29257,0380776162,youth,0.0
29258,0380776162,genz,9.0
29259,0380776162,millenial,9.5
29260,0380776162,genx,0.0
29261,0380776162,boomer+,0.0
29262,0380776510,teenager,0.0
29263,0380776510,youth,0.0
29264,0380776510,genz,6.0
29265,0380776510,millenial,8.2
29266,0380776510,genx,0.0
29267,0380776510,boomer+,0.0
29268,0380776839,teenager,0.0
29269,0380776839,youth,5.0
29270,0380776839,genz,0.0
29271,0380776839,millenial,10.0
29272,0380776839,genx,0.0
29273,0380776839,boomer+,7.0
29274,0380776847,teenager,0.0
29275,0380776847,youth,7.0
29276,0380776847,genz,0.0
29277,0380776847,millenial,9.666666666666666
29278,0380776847,genx,0.0
29279,0380776847,boomer+,0.0
29280,0380777150,teenager,0.0
29281,0380777150,youth,0.0
29282,0380777150,genz,0.0
29283,0380777150,millenial,9.0
29284,0380777150,genx,7.666666666666667
29285,0380777150,boomer+,0.0
29286,0380777169,teenager,7.0
29287,0380777169,youth,0.0
29288,0380777169,genz,0.0
29289,0380777169,millenial,7.5
29290,0380777169,genx,0.0
29291,0380777169,boomer+,0.0
29292,0380777525,teenager,0.0
29293,0380777525,youth,0.0
29294,0380777525,genz,5.5
29295,0380777525,millenial,0.0
29296,0380777525,genx,7.0
29297,0380777525,boomer+,0.0
29298,0380778556,teenager,8.4
29299,0380778556,youth,9.25
29300,0380778556,genz,7.6
29301,0380778556,millenial,7.555555555555555
29302,0380778556,genx,9.666666666666666
29303,0380778556,boomer+,7.0
29304,0380778726,teenager,0.0
29305,0380778726,youth,0.0
29306,0380778726,genz,7.5
29307,0380778726,millenial,8.5
29308,0380778726,genx,0.0
29309,0380778726,boomer+,0.0
29310,0380778777,teenager,0.0
29311,0380778777,youth,0.0
29312,0380778777,genz,0.0
29313,0380778777,millenial,5.0
29314,0380778777,genx,0.0
29315,0380778777,boomer+,0.0
29316,0380778785,teenager,0.0
29317,0380778785,youth,0.0
29318,0380778785,genz,0.0
29319,0380778785,millenial,7.0
29320,0380778785,genx,6.0
29321,0380778785,boomer+,0.0
29322,0380778793,teenager,0.0
29323,0380778793,youth,0.0
29324,0380778793,genz,0.0
29325,0380778793,millenial,7.5
29326,0380778793,genx,7.0
29327,0380778793,boomer+,0.0
29328,0380779617,teenager,0.0
29329,0380779617,youth,5.0
29330,0380779617,genz,8.0
29331,0380779617,millenial,9.5
29332,0380779617,genx,0.0
29333,0380779617,boomer+,0.0
29334,0380780496,teenager,0.0
29335,0380780496,youth,0.0
29336,0380780496,genz,7.0
29337,0380780496,millenial,0.0
29338,0380780496,genx,0.0
29339,0380780496,boomer+,0.0
29340,0380780747,teenager,0.0
29341,0380780747,youth,0.0
29342,0380780747,genz,6.333333333333333
29343,0380780747,millenial,6.666666666666667
29344,0380780747,genx,8.0
29345,0380780747,boomer+,0.0
29346,0380780755,teenager,0.0
29347,0380780755,youth,5.0
29348,0380780755,genz,0.0
29349,0380780755,millenial,10.0
29350,0380780755,genx,0.0
29351,0380780755,boomer+,5.0
29352,0380780860,teenager,6.0
29353,0380780860,youth,0.0
29354,0380780860,genz,8.0
29355,0380780860,millenial,7.2
29356,0380780860,genx,8.0
29357,0380780860,boomer+,0.0
29358,0380780879,teenager,0.0
29359,0380780879,youth,0.0
29360,0380780879,genz,9.0
29361,0380780879,millenial,8.0
29362,0380780879,genx,7.5
29363,0380780879,boomer+,0.0
29364,0380781042,teenager,0.0
29365,0380781042,youth,0.0
29366,0380781042,genz,8.0
29367,0380781042,millenial,6.0
29368,0380781042,genx,8.0
29369,0380781042,boomer+,0.0
29370,038078145X,teenager,0.0
29371,038078145X,youth,0.0
29372,038078145X,genz,6.5
29373,038078145X,millenial,6.666666666666667
29374,038078145X,genx,0.0
29375,038078145X,boomer+,0.0
29376,0380782332,teenager,8.0
29377,0380782332,youth,7.5
29378,0380782332,genz,10.0
29379,0380782332,millenial,8.333333333333334
29380,0380782332,genx,0.0
29381,0380782332,boomer+,0.0
29382,0380782340,teenager,0.0
29383,0380782340,youth,5.0
29384,0380782340,genz,9.5
29385,0380782340,millenial,9.333333333333334
29386,0380782340,genx,4.0
29387,0380782340,boomer+,7.0
29388,0380782391,teenager,0.0
29389,0380782391,youth,0.0
29390,0380782391,genz,0.0
29391,0380782391,millenial,7.666666666666667
29392,0380782391,genx,0.0
29393,0380782391,boomer+,0.0
29394,038078405X,teenager,0.0
29395,038078405X,youth,0.0
29396,038078405X,genz,0.0
29397,038078405X,millenial,6.0
29398,038078405X,genx,0.0
29399,038078405X,boomer+,0.0
29400,0380784149,teenager,0.0
29401,0380784149,youth,0.0
29402,0380784149,genz,7.0
29403,0380784149,millenial,6.5
29404,0380784149,genx,0.0
29405,0380784149,boomer+,0.0
29406,0380784157,teenager,0.0
29407,0380784157,youth,0.0
29408,0380784157,genz,7.0
29409,0380784157,millenial,6.5
29410,0380784157,genx,0.0
29411,0380784157,boomer+,0.0
29412,0380784165,teenager,8.0
29413,0380784165,youth,8.0
29414,0380784165,genz,6.5
29415,0380784165,millenial,0.0
29416,0380784165,genx,0.0
29417,0380784165,boomer+,0.0
29418,0380784491,teenager,0.0
29419,0380784491,youth,0.0
29420,0380784491,genz,9.0
29421,0380784491,millenial,8.25
29422,0380784491,genx,5.0
29423,0380784491,boomer+,0.0
29424,0380784505,teenager,6.0
29425,0380784505,youth,0.0
29426,0380784505,genz,0.0
29427,0380784505,millenial,6.333333333333333
29428,0380784505,genx,8.0
29429,0380784505,boomer+,10.0
29430,0380785188,teenager,0.0
29431,0380785188,youth,0.0
29432,0380785188,genz,0.0
29433,0380785188,millenial,8.0
29434,0380785188,genx,6.5
29435,0380785188,boomer+,0.0
29436,038078520X,teenager,0.0
29437,038078520X,youth,0.0
29438,038078520X,genz,0.0
29439,038078520X,millenial,5.0
29440,038078520X,genx,3.0
29441,038078520X,boomer+,0.0
29442,0380785218,teenager,0.0
29443,0380785218,youth,0.0
29444,0380785218,genz,0.0
29445,0380785218,millenial,7.0
29446,0380785218,genx,0.0
29447,0380785218,boomer+,0.0
29448,0380786095,teenager,0.0
29449,0380786095,youth,0.0
29450,0380786095,genz,8.0
29451,0380786095,millenial,10.0
29452,0380786095,genx,0.0
29453,0380786095,boomer+,9.0
29454,0380786222,teenager,0.0
29455,0380786222,youth,0.0
29456,0380786222,genz,8.0
29457,0380786222,millenial,10.0
29458,0380786222,genx,0.0
29459,0380786222,boomer+,0.0
29460,0380786230,teenager,10.0
29461,0380786230,youth,0.0
29462,0380786230,genz,8.0
29463,0380786230,millenial,9.0
29464,0380786230,genx,0.0
29465,0380786230,boomer+,0.0
29466,0380786680,teenager,0.0
29467,0380786680,youth,0.0
29468,0380786680,genz,5.0
29469,0380786680,millenial,9.0
29470,0380786680,genx,0.0
29471,0380786680,boomer+,0.0
29472,0380786702,teenager,0.0
29473,0380786702,youth,0.0
29474,0380786702,genz,0.0
29475,0380786702,millenial,7.333333333333333
29476,0380786702,genx,8.0
29477,0380786702,boomer+,0.0
29478,0380787067,teenager,0.0
29479,0380787067,youth,0.0
29480,0380787067,genz,0.0
29481,0380787067,millenial,8.0
29482,0380787067,genx,0.0
29483,0380787067,boomer+,0.0
29484,0380787075,teenager,0.0
29485,0380787075,youth,0.0
29486,0380787075,genz,0.0
29487,0380787075,millenial,9.333333333333334
29488,0380787075,genx,7.0
29489,0380787075,boomer+,5.0
29490,0380788101,teenager,0.0
29491,0380788101,youth,0.0
29492,0380788101,genz,8.0
29493,0380788101,millenial,6.0
29494,0380788101,genx,0.0
29495,0380788101,boomer+,0.0
29496,0380788152,teenager,0.0
29497,0380788152,youth,0.0
29498,0380788152,genz,7.0
29499,0380788152,millenial,9.5
29500,0380788152,genx,7.0
29501,0380788152,boomer+,0.0
29502,0380788314,teenager,0.0
29503,0380788314,youth,0.0
29504,0380788314,genz,7.0
29505,0380788314,millenial,8.0
29506,0380788314,genx,0.0
29507,0380788314,boomer+,0.0
29508,0380788497,teenager,0.0
29509,0380788497,youth,0.0
29510,0380788497,genz,8.666666666666666
29511,0380788497,millenial,0.0
29512,0380788497,genx,0.0
29513,0380788497,boomer+,0.0
29514,0380788624,teenager,0.0
29515,0380788624,youth,0.0
29516,0380788624,genz,8.25
29517,0380788624,millenial,7.7272727272727275
29518,0380788624,genx,9.0
29519,0380788624,boomer+,10.0
29520,0380788683,teenager,0.0
29521,0380788683,youth,0.0
29522,0380788683,genz,0.0
29523,0380788683,millenial,5.0
29524,0380788683,genx,7.5
29525,0380788683,boomer+,0.0
29526,0380788691,teenager,0.0
29527,0380788691,youth,0.0
29528,0380788691,genz,1.0
29529,0380788691,millenial,0.0
29530,0380788691,genx,8.5
29531,0380788691,boomer+,0.0
29532,0380788756,teenager,0.0
29533,0380788756,youth,7.0
29534,0380788756,genz,0.0
29535,0380788756,millenial,7.5
29536,0380788756,genx,8.0
29537,0380788756,boomer+,0.0
29538,0380789019,teenager,8.0
29539,0380789019,youth,8.333333333333334
29540,0380789019,genz,7.96875
29541,0380789019,millenial,8.057142857142857
29542,0380789019,genx,7.555555555555555
29543,0380789019,boomer+,8.0
29544,0380789035,teenager,9.0
29545,0380789035,youth,8.5
29546,0380789035,genz,8.170731707317072
29547,0380789035,millenial,7.851063829787234
29548,0380789035,genx,7.384615384615385
29549,0380789035,boomer+,7.0
29550,0380789353,teenager,0.0
29551,0380789353,youth,5.0
29552,0380789353,genz,7.333333333333333
29553,0380789353,millenial,9.5
29554,0380789353,genx,7.0
29555,0380789353,boomer+,0.0
29556,0380789590,teenager,0.0
29557,0380789590,youth,8.0
29558,0380789590,genz,10.0
29559,0380789590,millenial,0.0
29560,0380789590,genx,0.0
29561,0380789590,boomer+,9.0
29562,0380789612,teenager,0.0
29563,0380789612,youth,0.0
29564,0380789612,genz,7.0
29565,0380789612,millenial,7.0
29566,0380789612,genx,0.0
29567,0380789612,boomer+,0.0
29568,0380789825,teenager,0.0
29569,0380789825,youth,0.0
29570,0380789825,genz,10.0
29571,0380789825,millenial,6.0
29572,0380789825,genx,0.0
29573,0380789825,boomer+,0.0
29574,0380789876,teenager,0.0
29575,0380789876,youth,5.0
29576,0380789876,genz,10.0
29577,0380789876,millenial,8.0
29578,0380789876,genx,0.0
29579,0380789876,boomer+,0.0
29580,0380789884,teenager,0.0
29581,0380789884,youth,0.0
29582,0380789884,genz,8.5
29583,0380789884,millenial,7.0
29584,0380789884,genx,10.0
29585,0380789884,boomer+,0.0
29586,0380789892,teenager,0.0
29587,0380789892,youth,0.0
29588,0380789892,genz,10.0
29589,0380789892,millenial,7.666666666666667
29590,0380789892,genx,7.666666666666667
29591,0380789892,boomer+,6.0
29592,0380789949,teenager,10.0
29593,0380789949,youth,0.0
29594,0380789949,genz,0.0
29595,0380789949,millenial,7.666666666666667
29596,0380789949,genx,5.5
29597,0380789949,boomer+,0.0
29598,038079005X,teenager,0.0
29599,038079005X,youth,0.0
29600,038079005X,genz,0.0
29601,038079005X,millenial,0.0
29602,038079005X,genx,7.0
29603,038079005X,boomer+,0.0
29604,0380790076,teenager,0.0
29605,0380790076,youth,0.0
29606,0380790076,genz,5.5
29607,0380790076,millenial,9.0
29608,0380790076,genx,0.0
29609,0380790076,boomer+,7.0
29610,0380790904,teenager,0.0
29611,0380790904,youth,5.0
29612,0380790904,genz,8.5
29613,0380790904,millenial,6.666666666666667
29614,0380790904,genx,8.5
29615,0380790904,boomer+,0.0
29616,0380790947,teenager,0.0
29617,0380790947,youth,0.0
29618,0380790947,genz,10.0
29619,0380790947,millenial,3.0
29620,0380790947,genx,6.0
29621,0380790947,boomer+,0.0
29622,0380790963,teenager,0.0
29623,0380790963,youth,0.0
29624,0380790963,genz,10.0
29625,0380790963,millenial,4.5
29626,0380790963,genx,0.0
29627,0380790963,boomer+,0.0
29628,0380791242,teenager,0.0
29629,0380791242,youth,0.0
29630,0380791242,genz,9.0
29631,0380791242,millenial,0.0
29632,0380791242,genx,5.0
29633,0380791242,boomer+,0.0
29634,0380791412,teenager,5.5
29635,0380791412,youth,7.0
29636,0380791412,genz,8.0
29637,0380791412,millenial,7.0
29638,0380791412,genx,0.0
29639,0380791412,boomer+,0.0
29640,0380791854,teenager,0.0
29641,0380791854,youth,0.0
29642,0380791854,genz,0.0
29643,0380791854,millenial,9.5
29644,0380791854,genx,7.0
29645,0380791854,boomer+,0.0
29646,0380791978,teenager,0.0
29647,0380791978,youth,0.0
29648,0380791978,genz,9.0
29649,0380791978,millenial,8.8
29650,0380791978,genx,9.0
29651,0380791978,boomer+,0.0
29652,0380791986,teenager,0.0
29653,0380791986,youth,0.0
29654,0380791986,genz,0.0
29655,0380791986,millenial,7.4
29656,0380791986,genx,0.0
29657,0380791986,boomer+,0.0
29658,0380791994,teenager,0.0
29659,0380791994,youth,0.0
29660,0380791994,genz,0.0
29661,0380791994,millenial,7.5
29662,0380791994,genx,4.5
29663,0380791994,boomer+,0.0
29664,0380792028,teenager,0.0
29665,0380792028,youth,0.0
29666,0380792028,genz,10.0
29667,0380792028,millenial,7.666666666666667
29668,0380792028,genx,0.0
29669,0380792028,boomer+,0.0
29670,0380792478,teenager,0.0
29671,0380792478,youth,0.0
29672,0380792478,genz,7.0
29673,0380792478,millenial,8.0
29674,0380792478,genx,0.0
29675,0380792478,boomer+,7.5
29676,0380792486,teenager,0.0
29677,0380792486,youth,0.0
29678,0380792486,genz,0.0
29679,0380792486,millenial,7.0
29680,0380792486,genx,9.5
29681,0380792486,boomer+,8.0
29682,0380792494,teenager,0.0
29683,0380792494,youth,0.0
29684,0380792494,genz,7.0
29685,0380792494,millenial,7.5
