,User-ID,User-City,User-State,User-Country,User-Generation,Old-Book-Rating,New-Book-Rating
3201,31902,levittown, new york," usa""",millenial,8.5,
3202,31919,skokie, illinois," usa""",genx,7.0,7.0
3203,31922,dacula, georgia," usa""",millenial,,10.0
3204,31948,sullivan, missouri," usa""",genx,7.75,6.375
3205,31950,canberra, australian capital territory," australia""",millenial,8.6,7.666666666666667
3206,31978,sumner, washington," usa""",genx,,8.5
3207,31984,bremen, bremen," germany""",millenial,,5.0
3208,31987,tacoma, washington," usa""",millenial,8.0,6.5
3209,32000,salt lake city, utah," usa""",millenial,,7.0
3210,32002,forest grove, oregon," usa""",millenial,10.0,
3211,32005,roseville, california," usa""",teenager,10.0,
3212,32008,piedmont, south carolina," usa""",millenial,,6.5
3213,32024,alpharetta, georgia," usa""",genx,,9.0
3214,32030,mississauga, ontario," canada""",millenial,,7.0
3215,32033,london, england," united kingdom""",millenial,,2.0
3216,32034,bush, louisiana," usa""",genx,8.5,7.0
3217,32037,hobart, indiana," usa""",millenial,8.0,
3218,32039,morton grove, illinois," usa""",millenial,,7.333333333333333
3219,32041,london, england," united kingdom""",millenial,7.0,
3220,32049,malden, massachusetts," usa""",millenial,7.0,7.0
3221,32057,houston, texas," usa""",millenial,9.0,
3222,32074,ft myers, florida," usa""",millenial,,8.0
3223,32083,calgary, alberta," canada""",millenial,,7.0
3224,32087,elmer, new jersey," usa""",genx,8.0,7.333333333333333
3225,32089,elk grove, california," usa""",youth,7.0,4.0
3226,32092,elma, washington," usa""",millenial,5.0,6.0
3227,32097,kamloops, british columbia," canada""",millenial,8.0,
3228,32101,ojai, california," usa""",genx,10.0,
3229,32110,derry, new hampshire," usa""",millenial,9.0,8.5
3230,32122,south daytona, florida," usa""",genz,8.666666666666666,9.5
3231,32134,wilmington, delaware," usa""",genz,,9.0
3232,32135,golden, colorado," usa""",teenager,,8.0
3233,32154,va.beach, virginia," usa""",millenial,,6.666666666666667
3234,32173,cochrane, ,,millenial,8.0,
3235,32179,swift current, saskatchewan," canada""",millenial,5.5,7.0
3236,32184,wayne, new jersey," usa""",genz,6.333333333333333,5.0
3237,32188,st. louis, missouri," usa""",genx,6.5,8.444444444444445
3238,32192,rochester, washington," usa""",youth,6.0,
3239,32196,sherman, texas," usa""",genz,,10.0
3240,32197,apple valley, california," usa""",genx,,9.0
3241,32198,north vancouver, british columbia," canada""",millenial,8.0,
3242,32208,somerville, massachusetts," usa""",genx,8.0,5.0
3243,32217,lafayette, louisiana," usa""",youth,8.0,
3244,32219,wichita, kansas," usa""",millenial,,7.0
3245,32244,new orleans, louisiana," usa""",millenial,9.8,
3246,32250,gta, ontario," canada""",millenial,8.416666666666666,4.0
3247,32252,springfield, massachusetts," usa""",genx,5.5,
3248,32275,new bern, ," usa""",boomer+,8.0,7.6
3249,32276,cherry hill, new jersey," usa""",genz,10.0,
3250,32283,boone, north carolina," usa""",millenial,,7.0
3251,32297,camrose, alberta," canada""",genx,,7.0
3252,32312,raleigh, ,,millenial,8.0,
3253,32318,glen ellyn, illinois," usa""",millenial,,8.0
3254,32329,pipe creek, texas," usa""",millenial,8.0,8.0
3255,32346,orlando, florida," usa""",millenial,10.0,10.0
3256,32412,round rock, texas," usa""",millenial,10.0,7.0
3257,32417,san jose, san jose," costa rica""",boomer+,5.666666666666667,
3258,32428,louisville, kentucky," usa""",millenial,,10.0
3259,32437,westerville, ohio," usa""",boomer+,,8.0
3260,32444,burlington, ontario," canada""",genz,6.5,
3261,32450,nashville, tennessee," usa""",teenager,,9.0
3262,32451,billericay, england," united kingdom""",genz,9.0,
3263,32462,düsseldorf, nordrhein-westfalen," germany""",millenial,,9.0
3264,32466,virginia beach, virginia," usa""",boomer+,,6.0
3265,32483,barcelona, catalonia," spain""",youth,,8.0
3266,32516,st. rose, louisiana," usa""",millenial,9.375,8.75
3267,32530,simpsonville, south carolina," usa""",millenial,5.666666666666667,7.0
3268,32540,port jervis, new york," usa""",genx,10.0,
3269,32546,east greenwich, rhode island," usa""",teenager,10.0,
3270,32553,winter park, florida," usa""",genx,7.0,
3271,32559,san jose, california," usa""",genx,,10.0
3272,32569,richmond hill, ontario," canada""",youth,9.0,8.285714285714286
3273,32570,waging am see, bayern," germany""",teenager,7.0,
3274,32575,adelaide, south australia," australia""",genz,,5.0
3275,32599,york, south carolina," usa""",youth,8.153846153846153,7.333333333333333
3276,32607,dorchester, ontario," canada""",genx,,5.0
3277,32608,seattle, washington," usa""",genx,8.0,
3278,32627,casper, wyoming," usa""",genx,8.19047619047619,7.3
3279,32641,jamaica plain, massachusetts," usa""",genz,7.0,6.0
3280,32652,canberra, australian capital territory," australia""",millenial,7.0,
3281,32678,nijmegen, gelderland," netherlands""",genz,6.666666666666667,
3282,32691,greenville, south carolina," usa""",genx,9.0,3.0
3283,32694,san diego, california," usa""",youth,6.0,
3284,32703,hopkins, minnesota," usa""",millenial,,7.0
3285,32721,toulouse, haute-garonne," france""",millenial,8.0,8.210526315789474
3286,32754,lille, n/a," france""",genx,,5.0
3287,32758,omaha, nebraska," usa""",millenial,5.0,
3288,32761,garbagnate, lombardia," italy""",genz,,8.0
3289,32766,madrid, madrid," spain""",millenial,,5.0
3290,32773,olathe, kansas," usa""",genz,7.9523809523809526,8.133333333333333
3291,32782,ottawa, ontario," canada""",genx,,6.0
3292,32793,quebec, quebec," canada""",genz,7.0,
3293,32799,st. louis, missouri," usa""",genz,10.0,
3294,32805,richmond, texas," usa""",genx,,10.0
3295,32834,herkimer, new york," usa""",youth,3.0,
3296,32847,hamburg, hamburg," germany""",millenial,6.0,
3297,32855,seattle, washington," usa""",millenial,6.0,
3298,32861,pacific grove, california," usa""",millenial,9.0,10.0
3299,32886,sinking springs, pennsylvania," usa""",genz,10.0,
3300,32909,jacksonville, florida," usa""",genz,,5.0
3301,32914,chesterfield, virginia," usa""",youth,7.0,
3302,32930,folsom, california," usa""",youth,,6.0
3303,32934,westminster, california," usa""",boomer+,8.0,
3304,32942,simi valley, california," usa""",boomer+,,9.5
3305,32955,brantford, ontario," canada""",genx,7.5,
3306,32963,coal city, illinois," usa""",genx,,8.5
3307,32964,south lyon, michigan," usa""",millenial,9.5,8.0
3308,32990,de pere, wisconsin," usa""",genz,,5.0
3309,32991,alpharetta, georgia," usa""",genx,8.75,9.0
3310,32992,olympia, washington," usa""",boomer+,,10.0
3311,32993,frankfurt, hessen," germany""",genz,,5.0
3312,32996,acworth, georgia," usa""",millenial,,10.0
3313,32997,hamburg, hamburg," germany""",genx,,7.0
3314,33004,seattle, washington," usa""",millenial,8.0,7.5
3315,33013,san dimas, california," usa""",genx,,10.0
3316,33021,erie, pennsylvania," usa""",millenial,10.0,
3317,33030,sandpoint, idaho," usa""",millenial,7.666666666666667,10.0
3318,33036,whitefish bay, wisconsin," usa""",millenial,7.4,6.5
3319,33048,woodhull, new york," usa""",genx,,6.0
3320,33071,englewood, new jersey," usa""",millenial,5.0,8.0
3321,33080,boonton, new jersey," usa""",millenial,7.0,
3322,33081,birmingham, england," united kingdom""",millenial,6.0,
3323,33094,seattle, washington," usa""",genz,,10.0
3324,33114,hospitalet, barcelona," spain""",millenial,8.0,6.0
3325,33119,mosman, new south wales," australia""",genz,,8.0
3326,33131,edmonton, alberta," canada""",youth,,8.0
3327,33137,evanston, illinois," usa""",youth,8.0,
3328,33145,saint-dizier, champagne-ardenne," france""",millenial,8.2,8.11111111111111
3329,33153,seattle, washington," usa""",millenial,9.5,6.25
3330,33157,lower hutt, wellington," new zealand""",millenial,,10.0
3331,33163,north vancouver, british columbia," canada""",millenial,7.0,8.5
3332,33178,tyler, texas," usa""",millenial,7.0,8.6
3333,33187,mckinney, texas," usa""",genx,,8.0
3334,33200,essex, maryland," usa""",millenial,6.875,9.0
3335,33203,belleville, michigan," usa""",millenial,6.0,
3336,33226,maidstone, england," united kingdom""",genx,9.0,
3337,33244,navarre, florida," usa""",teenager,,9.0
3338,33250,rome, georgia," usa""",millenial,,9.0
3339,33263,alliance, ohio," usa""",genz,9.333333333333334,
3340,33264,oklahoma city, oklahoma," usa""",millenial,,7.111111111111111
3341,33269,vancouver wa, washington," usa""",genx,,8.0
3342,33270,seattle, washington," usa""",millenial,7.0,6.333333333333333
3343,33281,brentwood, missouri," usa""",genz,10.0,
3344,33283,winnipeg, manitoba," canada""",genz,9.571428571428571,8.833333333333334
3345,33288,madras, oregon," usa""",millenial,,6.0
3346,33297,sydney, new south wales," australia""",youth,6.0,
3347,33302,höhenkirchen, bayern," germany""",millenial,9.0,
3348,33307,zaragoza, zaragoza," spain""",millenial,5.5,7.25
3349,33311,satsuma, florida," usa""",genx,9.0,
3350,33315,toronto, ontario," canada""",millenial,8.0,
3351,33317,san diego, california," usa""",boomer+,,7.0
3352,33318,pasco, washington," usa""",millenial,,8.0
3353,33319,calgary, alberta," canada""",genz,8.666666666666666,8.333333333333334
3354,33345,elk grove, california," usa""",genx,6.0,4.5
3355,33386,hanford, california," usa""",genz,5.5,7.333333333333333
3356,33388,chicago, illinois," usa""",genz,,8.0
3357,33395,chester, virginia," usa""",millenial,,8.0
3358,33405,kelseyville, california," usa""",millenial,,9.0
3359,33408,barcelona, catalunya - barcelona," spain""",millenial,9.333333333333334,8.0
3360,33420,portland, oregon," usa""",genz,5.0,3.0
3361,33431,toronto, ontario," canada""",millenial,6.0,
3362,33432,cape girardeau, missouri," usa""",genz,8.0,7.75
3363,33458,northville, new york," usa""",millenial,7.0,
3364,33461,ypsilanti, michigan," usa""",genz,8.714285714285714,4.0
3365,33471,indaiatuba, sao paulo," brazil""",genz,,7.0
3366,33477,dawson creek, british columbia," canada""",genx,10.0,
3367,33479,lowell, michigan," usa""",genx,,7.0
3368,33487,adelaide, south australia," australia""",genz,8.0,8.0
3369,33489,columbia, missouri," usa""",genz,,8.0
3370,33500,alexandria, louisiana," usa""",millenial,6.0,
3371,33505,houston, texas," usa""",millenial,,6.0
3372,33517,manchester, england," united kingdom""",genx,8.333333333333334,9.0
3373,33535,port hedland, western australia," australia""",millenial,,3.0
3374,33552,pride, louisiana," usa""",genx,,8.0
3375,33563,westminster, california," usa""",millenial,,3.0
3376,33576,blairs, virginia," usa""",millenial,9.5,10.0
3377,33579,new minas, nova scotia," canada""",millenial,,8.0
3378,33580,rockwell, north carolina," usa""",genz,8.25,7.909090909090909
3379,33585,palmdale, california," usa""",millenial,,10.0
3380,33590,victoria, british columbia," canada""",millenial,6.5,8.0
3381,33597,crestview, florida," usa""",genx,5.0,
3382,33614,southaven, mississippi," usa""",millenial,8.8,7.0
3383,33618,silver spring, maryland," usa""",boomer+,7.0,
3384,33633,vancouver, british columbia," canada""",millenial,7.333333333333333,10.0
3385,33654,louisville, kentucky," usa""",genx,,6.0
3386,33656,prescott valley, arizona," usa""",genx,7.666666666666667,6.333333333333333
3387,33659,eldorado, illinois," usa""",genx,10.0,
3388,33663,horse branch, kentucky," usa""",genz,,10.0
3389,33668,egg harbor township, new jersey," usa""",genx,,7.0
3390,33673,toronto, ontario," canada""",millenial,,4.0
3391,33679,brandon, manitoba," canada""",millenial,6.0,
3392,33680,knoxville, tennessee," usa""",genx,6.5,6.0
3393,33681,san diego, california," usa""",genx,8.4,9.5
3394,33697,bendigo, victoria," australia""",millenial,9.0,6.0
3395,33757,tulsa, oklahoma," usa""",genx,,8.0
3396,33795,isle of palms, south carolina," usa""",millenial,,8.0
3397,33816,richmond hill, ontario," canada""",millenial,7.666666666666667,8.166666666666666
3398,33818,winnipeg, manitoba," canada""",millenial,7.913043478260869,7.826086956521739
3399,33822,los alamos, new mexico," usa""",millenial,7.0,
3400,33830,graz, steiermark," austria""",genz,7.0,
3401,33834,la fayette, georgia," usa""",genx,,8.0
3402,33836,hilton head island, south carolina," usa""",millenial,5.5,9.0
3403,33851,winnipeg, manitoba," canada""",millenial,4.0,
3404,33865,nashville, tennessee," usa""",genz,10.0,
3405,33871,akron, ohio," usa""",genz,7.0,
3406,33875,vancouver, british columbia," canada""",genz,,10.0
3407,33876,easthampton, massachusetts," usa""",millenial,,8.0
3408,33888,oldham, england," united kingdom""",genx,8.0,8.5
3409,33890,chandler, arizona," usa""",youth,,8.0
3410,33892,burnaby, british columbia," canada""",teenager,,7.0
3411,33907,wilsonville, oregon," usa""",genz,8.0,
3412,33933,hull, massachusetts," usa""",millenial,8.052631578947368,8.0
3413,33943,lyon, rhône-alpes," france""",genz,7.0,6.5
3414,33944,lakewood, california," usa""",genx,,9.0
3415,33967,millstadt, illinois," usa""",millenial,10.0,9.0
3416,33970,winfield, alberta," canada""",millenial,8.0,
3417,33973,brighton, colorado," usa""",millenial,7.0,
3418,33974,barnhart, missouri," usa""",genz,8.08695652173913,7.444444444444445
3419,33980,oakland, california," usa""",youth,9.5,7.666666666666667
3420,33981,bynum, north carolina," usa""",genx,4.5,5.666666666666667
3421,33991,moscow, idaho,,genx,9.0,
3422,33993,anaheim, california," usa""",youth,,10.0
3423,33999,pittsburgh, pennsylvania," usa""",genx,8.285714285714286,7.444444444444445
3424,34013,denver, colorado," usa""",millenial,,8.0
3425,34019,montevarchi, toscana," italy""",millenial,9.0,
3426,34034,kenton, ohio," usa""",genz,,8.0
3427,34040,berkeley, california," usa""",millenial,5.0,
3428,34052,a coruña, galicia," spain""",genz,9.0,
3429,34054,lakewood, ohio," usa""",millenial,4.0,
3430,34068,boston, massachusetts," usa""",genx,10.0,
3431,34075,plano, texas," usa""",genz,6.8,7.0
3432,34077,charleston, west virginia," usa""",millenial,8.0,
3433,34115,whiting, indiana," usa""",millenial,7.5,7.125
3434,34127,somers, new york," usa""",boomer+,,8.0
3435,34133,colorado springs, colorado," usa""",youth,10.0,
3436,34148,winmalee, new south wales," australia""",millenial,,1.0
3437,34152,freiburg, baden-wuerttemberg," germany""",genz,6.5,
3438,34170,austin, texas," usa""",millenial,7.0,
3439,34175,maplewood, minnesota," usa""",youth,1.0,
3440,34177,plymouth meeting, pennsylvania," usa""",boomer+,,8.333333333333334
3441,34179,beacon falls, connecticut," usa""",millenial,,7.0
3442,34189,moonee ponds, victoria," australia""",genx,10.0,
3443,34194,woodland, california," usa""",millenial,,8.0
3444,34196,brisbane, queensland," australia""",millenial,7.0,
3445,34205,brisbane, queensland," australia""",genz,,6.0
3446,34208,los angeles, california," usa""",millenial,9.0,
3447,34215,brisbane, queensland," australia""",genz,9.88888888888889,9.0
3448,34216,toronto, ontario," canada""",youth,5.0,7.5
3449,34222,denton, texas," usa""",genz,9.5,
3450,34223,bristol, bristol," united kingdom""",millenial,,7.333333333333333
3451,34227,simi valley, california," usa""",genx,7.666666666666667,8.0
3452,34231,brisbane, queensland," australia""",millenial,,3.0
3453,34233,baker city, oregon," usa""",genz,,10.0
3454,34244,ilford, england," united kingdom""",genx,,7.0
3455,34256,los angeles, california," usa""",youth,3.0,
3456,34300,burlington, ontario," canada""",millenial,5.5,5.4
3457,34314,north vancouver, british columbia," canada""",genz,7.5,5.5
3458,34316,augusta, georgia," usa""",teenager,,8.0
3459,34318,hamburg, hamburg," germany""",genz,,7.0
3460,34367,dunnellon, florida," usa""",millenial,,10.0
3461,34375,thunder bay, ontario," canada""",teenager,,8.0
3462,34377,kelowna, british columbia," canada""",genx,7.0,8.333333333333334
3463,34397,vallejo, california," usa""",genz,7.666666666666667,
3464,34398,firenze, toscana," italy""",millenial,10.0,
3465,34428,portland, oregon," usa""",genz,3.0,
3466,34441,murrieta, california," usa""",millenial,,7.5
3467,34443,wentzville, missouri," usa""",millenial,,6.0
3468,34491,london, england," united kingdom""",genz,,7.0
3469,34501,bryant, arkansas," usa""",genx,7.5,6.75
3470,34502,bryant, arkansas," usa""",genx,8.0,5.5
3471,34504,kill devil hills, north carolina," usa""",boomer+,4.0,
3472,34539,naperville, illinois," usa""",millenial,6.5,7.666666666666667
3473,34557,las vegas, nevada," usa""",genx,,9.0
3474,34566,cobargo, new south wales," australia""",genx,7.0,
3475,34569,napa, california," usa""",teenager,1.0,
3476,34570,red bank, new jersey," usa""",millenial,7.0,8.0
3477,34572,bountiful, utah," usa""",genx,,7.0
3478,34581,lakeville, minnesota," usa""",millenial,,8.666666666666666
3479,34584,capitola, california," usa""",genx,4.0,
3480,34592,new york, new york," usa""",genz,10.0,7.0
3481,34597,powell river, british columbia," canada""",genx,9.5,9.0
3482,34600,brooklin, ontario," canada""",millenial,7.0,7.6923076923076925
3483,34657,marcellus, michigan," usa""",boomer+,5.0,8.333333333333334
3484,34682,wethersfield, connecticut," usa""",millenial,,8.0
3485,34688,wauwatosa, wisconsin," usa""",millenial,6.0,
3486,34697,staten island, new york," usa""",millenial,8.0,
3487,34701,pembroke pines, florida," usa""",genx,7.5,7.0
3488,34702,napa, california," usa""",teenager,,7.0
3489,34717,little neck, ,,millenial,8.0,8.333333333333334
3490,34735,warrenville, illinois," usa""",genx,,10.0
3491,34736,brookfield, wisconsin," usa""",millenial,8.0,8.0
3492,34740,sidney, ohio," usa""",youth,8.333333333333334,
3493,34752,bristow, virginia," usa""",genz,5.0,5.933333333333334
3494,34764,etobicoke, ontario," canada""",millenial,7.333333333333333,7.5
3495,34767,eugene, oregon," usa""",genz,,8.0
3496,34769,buxton, england," united kingdom""",millenial,9.0,
3497,34798,duluth, minnesota," usa""",genz,6.5,
3498,34801,henderson, nevada," usa""",genx,6.5,6.461538461538462
3499,34804,palm city, florida," usa""",millenial,7.0,
3500,34808,jacksonville, florida," usa""",millenial,10.0,8.0
3501,34813,aberdeen, grampian," united kingdom""",millenial,5.0,
3502,34823,velpke, niedersachsen," germany""",genz,8.0,
3503,34837,bronx, new york," usa""",genx,,8.0
3504,34843,sant feliu de guíxols, girona," spain""",genz,,10.0
3505,34864,belfort, franche-comté," france""",millenial,,7.5
3506,34890,oakville, ontario," canada""",youth,,10.0
3507,34902,kirkland, washington," usa""",millenial,,7.0
3508,34908,thorigné-fouillard, bretagne," france""",teenager,10.0,7.666666666666667
3509,34935,houston, texas," usa""",genx,9.0,
3510,34936,ewa beach, hawaii," usa""",millenial,8.0,
3511,34938,bloomfield, new jersey," usa""",millenial,,9.0
3512,34951,fayetteville, georgia," usa""",genx,,9.0
3513,34957,columbia, missouri," usa""",genz,,9.0
3514,34959,seattle, washington," usa""",millenial,10.0,
3515,34966,douglaston, new york," usa""",millenial,7.0,
3516,34967,austin, texas," usa""",genx,,7.5
3517,34979,st. catharines, ontario," canada""",millenial,5.0,
3518,34987,omaha, nebraska," usa""",millenial,7.5,7.75
3519,34990,bloomington, illinois," usa""",millenial,6.5,
3520,34994,brussels, n/a," belgium""",genx,,5.0
3521,34997,bendigo, victoria," australia""",genx,5.0,
3522,34998,medford, massachusetts," usa""",millenial,8.0,
3523,35006,cottingham, east yorkshire," uruguay""",genx,,7.5
3524,35007,kent, washington," usa""",genx,,10.0
3525,35030,somerville, massachusetts," usa""",genz,6.8,7.75
3526,35033,malaga, pizarra," spain""",genx,9.0,
3527,35036,64 church st., new york," usa""",genz,,8.0
3528,35039,santa barbara, california," usa""",genx,8.0,
3529,35050,west columbia, south carolina," usa""",millenial,8.0,8.571428571428571
3530,35055,calgary, alberta," canada""",genz,8.0,9.0
3531,35063,tiffin, iowa," usa""",genx,,5.0
3532,35065,milan, tennessee," usa""",genz,10.0,
3533,35068,london, ontario," canada""",genz,8.0,
3534,35070,elk grove, california," usa""",genx,8.0,
3535,35072,hazleton, pennsylvania," usa""",millenial,8.0,10.0
3536,35081,great falls, virginia," usa""",teenager,7.8,6.333333333333333
3537,35089,evergreen, colorado," usa""",millenial,7.0,
3538,35090,scottsbluff nebraska 69361, nebraska," usa""",boomer+,7.0,7.0
3539,35093,wausau, wisconsin," usa""",genx,,9.0
3540,35097,immenstadt, bayern," germany""",genz,9.0,8.0
3541,35099,jena, thueringen," germany""",youth,7.0,
3542,35124,mission viejo, california," usa""",millenial,8.0,7.0
3543,35126,yellville, ar," usa""",genx,7.0,
3544,35137,mountain view, california," usa""",genx,8.0,
3545,35138,mountain view, california," usa""",genx,,8.0
3546,35144,galveston, texas," usa""",boomer+,7.666666666666667,6.666666666666667
3547,35148,orlando, florida," usa""",genz,7.0,8.285714285714286
3548,35162,hornell, new york," usa""",genz,5.0,
3549,35177,cleveland, ohio," usa""",genz,9.0,
3550,35179,jugon les lacs, bretagne," france""",millenial,9.0,
3551,35180,vancouver, british columbia," canada""",millenial,,5.0
3552,35182,raleigh, north carolina," usa""",genx,,10.0
3553,35189,whycocomagh, nova scotia," canada""",millenial,7.0,
3554,35191,saint louis, missouri," usa""",genz,8.0,10.0
3555,35193,astoria, oregon," usa""",millenial,10.0,
3556,35222,dublin, georgia," usa""",millenial,10.0,
3557,35238,austin, texas," usa""",genz,,10.0
3558,35240,accokeek, maryland," usa""",boomer+,5.0,6.333333333333333
3559,35243,barcelona, barcelona," spain""",millenial,,9.0
3560,35244,san jose, california," usa""",genx,8.0,
3561,35270,burlington, connecticut," usa""",millenial,6.5,
3562,35320,melbourne, victoria," australia""",genz,8.6,7.777777777777778
3563,35321,covina, california," usa""",millenial,8.0,
3564,35350,sanbornville, new hampshire," usa""",millenial,,5.0
3565,35367,deerfield, illinois," usa""",millenial,,7.0
3566,35376,london, england," united kingdom""",genz,,9.0
3567,35384,orillia, ," canada""",millenial,7.0,
3568,35399,marshall, michigan," usa""",genx,,5.0
3569,35407,gütersloh, nordrhein-westfalen," germany""",genx,7.625,7.923076923076923
3570,35424,cary, north carolina," usa""",genz,9.0,9.0
3571,35433,wangen, zürich," switzerland""",millenial,8.869565217391305,7.894736842105263
3572,35445,terre haute, indiana," usa""",millenial,6.764705882352941,4.833333333333333
3573,35458,dortmund, nordrhein-westfalen," germany""",genz,8.0,4.0
3574,35460,singapore, n/a," singapore""",millenial,,8.0
3575,35462,st. erhard, n/a," switzerland""",genx,,6.0
3576,35466,ann arbor, michigan," usa""",genz,9.0,
3577,35467,sellersville, pennsylvania," usa""",genx,,8.25
3578,35484,ahaus, nordrhein-westfalen," germany""",genz,,7.333333333333333
3579,35486,leimen, baden-wuerttemberg," germany""",millenial,7.5,8.0
3580,35487,duesseldorf, nordrhein-westfalen," germany""",millenial,6.0,6.0
3581,35490,hannover, niedersachsen," germany""",millenial,6.0,8.0
3582,35510,newberry, south carolina," usa""",millenial,7.0,6.5
3583,35513,seeboden, austria," austria""",millenial,,8.0
3584,35529,ashland, ohio," usa""",millenial,8.0,
3585,35532,dallas, texas," usa""",millenial,6.5,5.75
3586,35533,worthington, ohio," usa""",millenial,,10.0
3587,35537,goshen, indiana," usa""",teenager,8.666666666666666,8.0
3588,35548,anchorage, alaska," usa""",millenial,8.0,
3589,35551,scarborough, ontario," canada""",boomer+,,4.666666666666667
3590,35552,st. joseph, michigan,,boomer+,,8.0
3591,35569,canandaigua, new york," usa""",boomer+,,7.5
3592,35586,westlake village, california," usa""",genx,5.0,
3593,35592,san francisco, california," usa""",genx,,4.0
3594,35599,pittsburgh, pennsylvania," usa""",millenial,,8.0
3595,35609,bilbao, vizcaya," spain""",genz,,9.0
3596,35610,mason, ohio," usa""",genx,,8.0
3597,35612,victoria, british columbia," canada""",millenial,8.5,7.0
3598,35640,45881 gelsenkirchen, nordrhein-westfalen," germany""",genz,,7.0
3599,35684,davis, california," usa""",millenial,8.0,
3600,35693,hillsboro, oregon," usa""",boomer+,,7.0
3601,35697,cochrane, alberta," canada""",genx,10.0,
3602,35698,cambridge, england," united kingdom""",millenial,,9.0
3603,35704,kansas city, missouri," usa""",genx,7.6,8.142857142857142
3604,35713,bonn, nordrhein-westfalen," germany""",millenial,9.0,10.0
3605,35718,pfaffenhofen an der ilm, bayern," germany""",millenial,6.0,5.5
3606,35722,nürnberg, bayern," germany""",millenial,,7.0
3607,35725,duisburg, nrw," germany""",genx,8.0,
3608,35739,neuburg, bayern," germany""",genx,,8.0
3609,35777,köln, nordrhein-westfalen," germany""",millenial,10.0,
3610,35787,glasgow, scotland," united kingdom""",genz,9.0,
3611,35788,alta, iowa," usa""",genx,,9.0
3612,35790,surrey, british columbia," canada""",genz,,10.0
3613,35793,phoenix, arizona," usa""",boomer+,9.333333333333334,8.0
3614,35797,holbrook, new south wales," australia""",millenial,8.0,
3615,35800,marysville, washington," usa""",teenager,,7.5
3616,35831,indianapolis, indiana," usa""",genx,,9.0
3617,35832,upwey, victoria," australia""",millenial,8.0,
3618,35836,rochester, new york," usa""",millenial,4.7555555555555555,4.0
3619,35841,st. thomas, ontario," canada""",genz,7.2,9.0
3620,35857,mentor, ohio," usa""",millenial,7.636363636363637,7.184210526315789
3621,35865,calgary, alberta," canada""",genx,8.0,6.0
3622,35877,sterling, virginia," usa""",genx,4.0,
3623,35910,bakersfield, california," usa""",teenager,8.666666666666666,10.0
3624,35925,portland, oregon," usa""",genz,8.0,7.5
3625,35926,portland, oregon," usa""",millenial,7.0,
3626,35931,panama city, florida," usa""",millenial,4.5,7.333333333333333
3627,35934,eureka, california," usa""",genx,,7.0
3628,35951,urbana, missouri," usa""",genx,6.5,
3629,35953,forest grove, oregon," usa""",millenial,7.666666666666667,8.0
3630,35954,augsburg, bayern," germany""",genz,6.0,10.0
3631,35963,mcminnville, oregon," usa""",boomer+,10.0,
3632,35973,bloomington, indiana," usa""",genz,,8.0
3633,35974,mataró, barcelona," catalunya""",youth,6.0,
3634,35979,redondo beach, california," usa""",millenial,10.0,9.0
3635,35996,lafayette, indiana," usa""",genx,9.0,
3636,35998,san francisco, california," usa""",genz,8.2,7.5
3637,36003,shah alam, selangor," malaysia""",genz,9.285714285714286,8.5
3638,36041,folsom, california," usa""",genx,,3.0
3639,36043,new york, new york," usa""",millenial,8.6,6.666666666666667
3640,36068,vancouver, british columbia," canada""",genx,8.0,
3641,36072,lynden, washington," usa""",genx,,8.0
3642,36112,southern california, california," usa""",millenial,8.0,
3643,36114,royal oak, michigan," usa""",teenager,7.0,
3644,36121,kingsport, tennessee," usa""",genz,9.75,10.0
3645,36130,birmingham, west midlands," united kingdom""",genz,,7.0
3646,36148,new hamburg, ontario," canada""",genx,,8.0
3647,36163,bethune, south carolina," usa""",millenial,6.0,
3648,36169,tokyo, tokyo ku," japan""",millenial,,7.333333333333333
3649,36186,toronto, ontario," canada""",millenial,,5.0
3650,36193,pinneberg, schleswig holstein," germany""",millenial,10.0,
3651,36197,topeka, kansas," usa""",millenial,8.0,
3652,36200,hilo, hawaii," usa""",genx,6.5,7.5
3653,36206,papillion, nebraska," usa""",millenial,,3.0
3654,36213,windsor, ontario," canada""",genx,7.0,
3655,36214,windsor, ontario," canada""",genx,7.0,
3656,36225,chester, virginia," usa""",millenial,,6.0
3657,36226,pittsburgh, pennsylvania," usa""",genx,,3.0
3658,36231,la crescenta, california," usa""",genx,,5.0
3659,36240,los angeles, california," usa""",genx,5.0,
3660,36250,roma, lazio," italy""",millenial,,8.0
3661,36256,amarillo, texas," usa""",millenial,7.909090909090909,8.066666666666666
3662,36262,johannesberg, bayern," germany""",genz,6.0,
3663,36264,clermont, florida," usa""",genx,8.5,
3664,36265,crestview, ," usa""",millenial,,9.0
3665,36269,los angeles, california," usa""",genz,10.0,9.0
3666,36270,new york, new york," usa""",genz,9.0,
3667,36272,calgary, alberta," canada""",genx,,7.0
3668,36273,surrey, england," united kingdom""",genz,,7.0
3669,36286,kl, kl," malaysia""",genz,7.0,8.0
3670,36288,oakland, california," usa""",genz,6.0,4.0
3671,36291,rushville, illinois," usa""",genx,,8.0
3672,36295,olympia, washington," usa""",millenial,7.0,
3673,36299,austin, texas," usa""",genx,8.357142857142858,7.34375
3674,36304,union, new jersey," usa""",genx,4.0,10.0
3675,36310,brighton, sussex," united kingdom""",genz,4.0,2.0
3676,36313,raleigh, ,,teenager,1.0,
3677,36326,calgary, alberta," canada""",millenial,4.75,5.0
3678,36374,istanbul, n/a," turkey""",genz,7.0,
